customer_id,age,gender,annual_income,spending_score,membership_years,preferred_category,online_purchases,store_visits,churn
176,68,Female,27443,22,6.6,Home,29,9,0
177,39,Male,117375,96,9.6,Groceries,18,18,1
178,45,Male,136005,29,9.8,Electronics,31,10,0
179,19,Male,37084,35,0.5,Clothing,49,2,0
180,59,Female,109447,81,1.6,Electronics,18,26,0
181,62,Male,24383,76,5.7,Groceries,21,22,1
182,23,Female,112313,24,9.6,Electronics,3,29,0
183,45,Female,54361,94,9.9,Groceries,44,5,1
184,45,Female,100294,30,5.9,Sports,11,8,0
185,61,Male,81331,84,2.2,Sports,14,24,1
186,61,Male,115057,42,2.0,Clothing,14,8,0
187,37,Female,40529,71,7.8,Sports,9,28,0
188,47,Female,78574,50,6.1,Clothing,18,3,1
189,28,Male,108627,71,5.7,Home,7,2,1
190,45,Female,141685,60,4.9,Groceries,30,19,1
191,42,Female,125330,30,7.4,Home,8,18,0
192,56,Male,116917,12,8.7,Home,28,22,0
193,50,Female,120916,49,3.4,Clothing,6,10,1
194,18,Male,50932,95,2.6,Groceries,7,18,0
195,44,Male,129633,82,6.9,Clothing,40,16,1
196,69,Female,142087,46,9.2,Electronics,16,7,0
197,30,Male,21908,43,3.8,Home,14,5,0
198,58,Male,125258,2,3.1,Groceries,15,4,0
199,20,Male,133489,97,2.6,Home,6,7,0
200,56,Female,50358,75,2.9,Electronics,41,26,0
201,23,Female,50412,98,1.8,Electronics,18,7,0
202,25,Female,148319,80,6.2,Groceries,37,2,0
203,44,Male,103710,54,3.2,Groceries,24,18,0
204,26,Male,142856,35,6.3,Electronics,11,15,1
205,54,Female,101032,52,1.3,Home,31,9,0
206,50,Female,22928,33,1.6,Sports,46,22,0
207,68,Male,85158,85,5.6,Home,9,2,0
208,59,Female,50632,84,5.4,Sports,23,8,0
209,61,Female,52309,72,3.1,Clothing,49,7,0
210,41,Female,29280,51,8.4,Groceries,3,7,0
211,32,Female,60449,26,2.3,Electronics,42,24,0
212,49,Female,107171,97,3.9,Clothing,36,7,1
213,49,Male,46957,62,5.8,Home,44,19,0
214,41,Female,56895,61,8.7,Sports,41,6,0
215,58,Female,90499,26,4.5,Groceries,38,13,0
216,69,Male,113057,37,4.3,Sports,42,21,0
217,66,Male,118151,30,6.0,Home,3,16,0
218,66,Male,130065,95,3.5,Home,35,11,0
219,69,Male,131858,97,7.2,Electronics,36,4,0
220,29,Female,41695,11,2.9,Clothing,24,1,1
221,56,Female,94893,53,8.3,Groceries,40,24,1
222,19,Female,83123,41,3.1,Electronics,29,14,0
223,20,Female,45176,5,9.9,Sports,0,10,0
224,66,Male,38409,66,3.5,Clothing,28,14,1
225,54,Male,144464,13,8.8,Groceries,15,12,1
226,66,Female,76967,63,4.3,Sports,36,18,1
227,34,Female,20987,82,2.8,Groceries,36,11,0
228,66,Female,74462,90,2.6,Groceries,6,14,1
229,19,Female,87501,25,8.6,Clothing,39,11,1
230,19,Male,125620,44,3.4,Sports,32,22,0
231,45,Female,116854,14,3.7,Electronics,49,17,1
232,40,Male,46015,69,2.4,Electronics,21,22,1
233,54,Male,114727,59,9.6,Electronics,42,28,0
234,49,Male,132350,56,2.8,Groceries,26,3,1
235,50,Male,86404,52,2.9,Home,28,10,1
236,18,Female,136751,66,9.5,Clothing,15,21,1
237,36,Female,148807,68,9.1,Electronics,20,14,1
238,19,Female,70281,12,2.9,Clothing,10,24,0
239,61,Female,57146,75,8.7,Groceries,20,23,0
240,43,Male,68231,68,2.9,Clothing,8,24,0
241,49,Male,49032,43,1.3,Electronics,26,29,1
242,23,Male,48305,73,8.3,Electronics,38,4,0
243,49,Female,74306,74,7.8,Groceries,21,4,0
244,21,Male,108176,91,3.3,Groceries,14,19,0
245,28,Male,141139,6,1.4,Sports,42,24,0
246,34,Male,38318,15,2.5,Groceries,22,29,0
247,55,Male,33246,42,7.8,Home,28,9,1
248,41,Female,53844,31,9.7,Home,38,23,0
249,22,Male,52602,86,3.0,Electronics,15,21,1
250,69,Male,41584,53,8.3,Groceries,2,9,0
251,51,Female,136327,6,2.7,Home,15,29,0
252,23,Female,35169,33,7.0,Home,7,29,0
253,39,Female,45968,29,1.3,Sports,25,21,1
254,28,Male,26385,21,6.1,Groceries,41,5,0
255,65,Male,93758,54,3.1,Sports,8,5,0
256,33,Male,142684,56,9.3,Clothing,34,22,0
257,50,Male,135391,94,3.3,Sports,6,5,1
258,26,Female,45444,21,4.3,Clothing,7,23,0
259,23,Male,123784,55,8.5,Clothing,34,6,1
260,33,Male,143112,58,4.7,Groceries,47,17,0
261,46,Female,126081,64,2.8,Clothing,45,25,0
262,20,Female,82497,86,5.7,Clothing,38,3,0
263,37,Female,25362,46,8.5,Sports,35,13,0
264,53,Male,119254,84,4.6,Groceries,5,10,0
265,36,Male,28250,22,1.8,Groceries,6,6,0
266,43,Male,88354,60,4.1,Clothing,11,17,0
267,20,Male,56368,11,9.6,Sports,38,19,1
268,36,Male,64109,47,1.2,Sports,0,1,1
269,37,Female,100589,31,4.4,Sports,49,1,0
270,49,Female,77645,77,6.7,Sports,42,29,0
271,24,Male,76997,18,1.2,Electronics,42,6,0
272,69,Male,47426,22,3.8,Clothing,48,10,0
273,58,Male,137632,56,9.4,Clothing,24,17,0
274,50,Male,132637,17,0.8,Clothing,11,19,0
275,57,Male,59023,38,7.6,Groceries,26,6,0
276,56,Female,142268,25,8.5,Groceries,22,21,0
277,35,Female,79267,32,3.1,Sports,18,19,0
278,57,Female,44892,15,2.5,Groceries,20,24,1
279,18,Male,79232,13,9.2,Home,49,4,1
280,28,Male,139952,58,7.8,Clothing,20,1,1
281,45,Female,129211,90,1.6,Clothing,23,13,0
282,42,Female,114897,50,2.5,Electronics,12,6,1
283,67,Male,79225,11,6.4,Electronics,41,9,0
284,40,Female,36007,13,4.5,Home,35,27,1
285,48,Female,99777,97,5.3,Electronics,14,17,1
286,47,Male,64858,50,9.5,Sports,49,7,0
287,59,Female,65073,38,4.5,Sports,0,22,0
288,52,Female,109438,1,8.9,Clothing,33,15,0
289,24,Female,110042,39,6.8,Sports,41,13,0
290,33,Male,103098,27,1.7,Electronics,30,27,0
291,43,Female,40239,36,7.6,Home,49,8,1
292,65,Female,82969,32,5.4,Sports,31,5,0
293,69,Female,33065,41,2.6,Clothing,35,6,0
294,66,Male,130951,15,3.3,Clothing,28,25,0
295,19,Male,61291,31,5.8,Electronics,9,29,0
296,18,Female,58805,6,6.2,Sports,20,29,1
297,65,Male,118831,89,9.7,Electronics,35,8,0
298,29,Female,38443,52,8.6,Clothing,23,6,0
299,22,Male,29290,82,2.5,Home,26,8,1
300,54,Male,20211,22,7.9,Sports,20,23,0
301,49,Female,103634,31,0.6,Home,17,20,0
302,26,Female,39072,73,1.7,Sports,3,6,1
303,58,Female,63290,46,2.4,Clothing,46,11,0
304,52,Male,105186,67,6.2,Sports,17,22,1
305,36,Female,35115,97,2.3,Clothing,8,16,0
306,65,Male,25149,91,4.0,Groceries,48,19,0
307,33,Male,61992,43,2.8,Clothing,29,20,1
308,20,Female,37716,1,3.7,Clothing,34,11,0
309,37,Male,117724,44,9.5,Sports,44,21,0
310,41,Female,33621,57,10.0,Home,29,22,0
311,50,Male,26820,9,7.0,Clothing,38,4,0
312,41,Female,149728,5,5.9,Sports,45,17,0
313,69,Male,133065,79,7.2,Clothing,5,4,0
314,28,Male,62800,9,7.8,Electronics,13,4,0
315,66,Female,75043,45,7.5,Electronics,45,6,0
316,25,Male,50399,92,1.3,Electronics,28,28,1
317,53,Female,139374,77,3.4,Electronics,31,2,0
318,55,Male,34002,24,3.8,Home,13,0,1
319,57,Male,63098,74,4.0,Clothing,19,27,0
320,37,Male,65511,42,3.8,Electronics,49,5,1
321,52,Female,73243,22,8.0,Sports,8,27,0
322,65,Female,135131,60,7.6,Electronics,11,6,0
323,42,Female,48750,86,0.5,Groceries,13,26,0
324,52,Female,111610,37,3.3,Groceries,22,25,0
325,42,Female,37310,39,6.4,Home,47,7,0
326,46,Male,75398,84,1.6,Groceries,33,13,0
327,35,Male,102542,74,1.2,Sports,15,22,0
328,63,Female,95207,74,8.4,Electronics,17,14,1
329,35,Male,137725,90,4.8,Groceries,40,6,1
330,19,Male,64345,89,8.6,Groceries,39,6,0
331,52,Male,113430,53,8.3,Home,32,0,0
332,33,Male,134921,28,9.0,Groceries,4,8,0
333,58,Female,111729,77,1.0,Electronics,38,24,0
334,53,Male,71843,15,2.3,Clothing,9,6,0
335,50,Female,30222,60,3.3,Electronics,21,24,1
336,21,Female,109322,60,1.8,Groceries,42,26,0
337,50,Male,51509,6,5.1,Groceries,43,19,1
338,31,Female,20386,52,8.1,Groceries,32,6,0
339,38,Male,84334,12,9.5,Home,30,17,1
340,65,Male,87170,19,9.0,Sports,5,13,0
341,37,Male,60878,96,4.8,Electronics,35,21,0
342,25,Female,89669,75,6.5,Groceries,2,14,1
343,24,Female,127680,97,2.7,Clothing,3,17,0
344,20,Female,58349,2,4.3,Home,26,9,0
345,34,Male,120271,55,8.8,Sports,37,2,0
346,50,Male,41952,15,0.8,Groceries,24,26,0
347,65,Male,141972,64,5.6,Electronics,36,28,0
348,29,Female,110352,69,8.8,Clothing,26,10,0
349,68,Male,41529,15,1.7,Home,40,0,0
350,39,Male,91303,43,9.8,Electronics,35,22,0
351,39,Female,61521,74,0.6,Electronics,45,27,1
352,63,Female,38383,17,8.9,Home,46,1,1
353,47,Female,24901,98,3.9,Electronics,35,15,0
354,55,Male,62889,24,1.8,Clothing,45,2,1
355,55,Male,34633,74,2.0,Clothing,41,27,0
356,62,Male,82244,30,7.2,Electronics,6,16,0
357,68,Female,149177,67,8.8,Groceries,29,2,0
358,25,Female,39163,51,6.6,Electronics,49,10,1
359,44,Female,79019,60,9.3,Groceries,46,3,1
360,44,Female,30707,3,8.5,Electronics,28,29,1
361,51,Male,108112,5,0.6,Sports,39,6,0
362,38,Male,103597,28,6.9,Clothing,40,21,0
363,47,Male,65101,78,3.4,Electronics,4,15,0
364,50,Male,64706,11,4.8,Clothing,5,16,1
365,45,Male,97084,72,1.4,Home,43,10,1
366,64,Male,35115,72,3.2,Sports,6,3,0
367,50,Male,95379,76,6.5,Groceries,38,24,0
368,22,Male,122481,15,2.6,Home,31,2,0
369,65,Female,59979,83,6.7,Sports,14,21,0
370,36,Female,60641,48,9.3,Home,12,26,0
371,21,Male,89377,46,0.5,Clothing,17,15,1
372,52,Female,141786,28,8.0,Sports,9,1,1
373,66,Male,26416,7,6.6,Home,39,4,1
374,34,Male,30633,71,0.9,Groceries,10,24,0
375,61,Female,148785,94,8.0,Sports,39,27,0
376,45,Male,123189,82,2.6,Sports,39,17,0
377,47,Male,20594,88,3.0,Home,46,2,0
378,46,Male,34393,6,1.4,Electronics,1,27,1
379,63,Male,55380,58,5.6,Groceries,26,1,1
380,23,Male,65056,68,5.2,Groceries,44,1,1
381,52,Male,108279,55,3.8,Home,49,21,0
382,58,Male,117507,67,2.1,Clothing,43,21,0
383,54,Female,136184,49,8.5,Clothing,7,20,1
384,41,Female,138243,51,8.8,Electronics,48,29,1
385,46,Male,24861,59,5.6,Electronics,37,1,0
386,66,Female,123070,6,2.8,Home,15,15,0
387,63,Male,56126,90,1.4,Clothing,23,0,0
388,48,Male,100382,51,8.8,Groceries,22,28,0
389,52,Male,111713,38,1.4,Clothing,13,28,0
390,50,Male,53682,11,0.6,Home,26,18,0
391,69,Female,38228,52,5.0,Clothing,9,18,0
392,38,Female,120299,93,7.4,Sports,27,8,0
393,49,Female,44009,20,4.8,Home,24,19,1
394,40,Female,20094,10,1.0,Sports,1,29,0
395,50,Male,126988,26,7.1,Home,44,29,0
396,20,Female,100636,48,6.6,Groceries,32,8,0
397,35,Male,72221,91,7.0,Home,49,28,0
398,42,Male,118453,14,2.5,Home,45,10,0
399,59,Female,37430,59,8.1,Home,34,0,0
400,48,Male,55571,12,5.1,Home,46,18,0
401,20,Female,74486,23,5.6,Electronics,40,16,0
402,57,Female,110510,85,5.7,Sports,12,5,0
403,63,Female,116665,72,3.2,Home,4,0,0
404,41,Female,132770,39,2.9,Home,4,17,1
405,67,Female,82294,9,0.5,Electronics,21,8,0
406,49,Male,149171,88,4.3,Clothing,33,26,0
407,64,Female,40860,95,5.1,Electronics,0,0,1
408,39,Female,92812,25,7.6,Electronics,16,3,0
409,40,Male,86087,17,1.1,Electronics,48,21,0
410,19,Female,133784,42,9.3,Home,8,29,0
411,44,Female,28486,29,3.0,Electronics,9,17,1
412,59,Male,103063,60,4.0,Electronics,14,16,0
413,19,Male,69607,67,1.0,Electronics,44,19,0
414,43,Female,29745,85,6.7,Home,28,18,0
415,34,Male,126664,57,7.2,Groceries,24,22,0
416,57,Female,98533,72,9.3,Groceries,20,22,0
417,50,Male,38330,14,3.7,Clothing,16,27,1
418,26,Female,140803,39,2.9,Home,26,13,0
419,60,Female,60078,16,7.4,Electronics,27,25,0
420,65,Female,75332,18,7.2,Electronics,22,26,1
421,56,Male,124121,95,9.4,Electronics,38,6,0
422,46,Female,74532,75,2.5,Groceries,35,8,0
423,59,Male,141062,20,7.2,Electronics,2,24,0
424,43,Female,110365,46,1.1,Electronics,32,19,0
425,52,Female,63336,45,5.1,Groceries,6,8,1
426,67,Female,28070,4,1.6,Electronics,4,14,0
427,42,Female,21320,84,6.7,Clothing,25,10,0
428,41,Female,109043,95,6.2,Sports,16,6,0
429,30,Male,58921,20,1.0,Clothing,16,5,0
430,24,Male,26589,11,3.5,Home,46,26,0
431,53,Male,84409,65,4.3,Clothing,2,8,0
432,62,Female,112995,18,2.9,Clothing,2,3,0
433,37,Female,35589,39,0.9,Groceries,33,16,0
434,18,Male,56375,44,3.5,Home,7,5,0
435,25,Female,63085,97,8.0,Clothing,44,28,0
436,63,Female,80840,18,3.9,Sports,5,16,0
437,33,Female,63200,47,3.6,Clothing,36,25,0
438,31,Male,118704,31,9.4,Electronics,44,24,0
439,29,Male,46732,99,0.9,Groceries,21,13,0
440,68,Male,117047,39,7.8,Electronics,32,4,0
441,40,Male,42426,38,5.1,Home,49,17,1
442,32,Male,50982,79,9.5,Home,6,27,0
443,45,Female,79720,47,4.2,Groceries,48,7,0
444,51,Female,36746,70,7.2,Clothing,39,9,0
445,19,Female,48514,8,1.2,Home,18,10,0
446,49,Female,84889,86,9.3,Sports,47,21,0
447,40,Male,23851,65,3.8,Groceries,45,28,1
448,39,Male,39796,13,5.5,Electronics,9,2,0
449,68,Female,96034,55,1.8,Sports,22,26,1
450,42,Male,82798,88,9.5,Groceries,1,1,1
451,39,Female,118388,85,6.9,Sports,20,25,1
452,39,Female,82985,43,1.0,Groceries,23,26,0
453,66,Female,54592,4,2.0,Electronics,47,13,1
454,69,Female,64845,71,4.3,Clothing,12,3,0
455,59,Male,35930,60,2.6,Groceries,4,16,0
456,23,Female,143187,12,3.4,Home,17,16,0
457,32,Male,130853,59,10.0,Electronics,10,20,1
458,60,Female,128417,77,6.8,Electronics,36,25,1
459,54,Female,133436,54,9.3,Sports,31,8,0
460,50,Female,127126,44,4.6,Home,27,27,0
461,25,Female,41159,16,7.2,Sports,21,20,0
462,61,Male,115072,6,4.9,Electronics,44,21,0
463,61,Female,109788,14,3.6,Groceries,27,25,0
464,22,Male,44003,58,5.4,Home,0,8,0
465,56,Female,125722,31,4.6,Electronics,5,2,0
466,21,Female,55139,41,9.8,Home,10,27,1
467,23,Female,125372,35,5.2,Groceries,41,3,0
468,62,Male,72452,10,8.2,Clothing,32,1,0
469,49,Female,42205,81,6.8,Sports,15,13,0
470,69,Female,116059,30,5.1,Sports,12,19,1
471,47,Female,76955,44,5.0,Electronics,20,7,1
472,64,Female,130163,55,3.7,Electronics,47,17,1
473,52,Female,27464,71,1.5,Groceries,46,3,0
474,57,Male,102646,18,7.7,Electronics,38,7,0
475,69,Male,131852,83,9.2,Electronics,45,6,0
476,33,Female,92657,79,2.6,Electronics,23,24,0
477,30,Female,29840,86,9.3,Home,42,14,0
478,67,Male,122616,39,2.7,Home,26,29,0
479,59,Female,60768,42,5.5,Clothing,44,14,1
480,47,Male,29461,54,3.8,Home,36,1,1
481,36,Female,40927,30,1.6,Sports,49,3,0
482,34,Female,109934,20,1.0,Clothing,2,24,0
483,36,Male,118622,96,4.0,Electronics,11,21,0
484,45,Female,35329,42,0.9,Sports,6,24,0
485,43,Male,35791,89,1.5,Clothing,19,8,1
486,54,Male,72627,87,1.9,Clothing,14,22,0
487,43,Male,148885,5,0.5,Sports,0,29,0
488,40,Female,34372,50,2.0,Clothing,9,6,0
489,26,Male,134239,41,6.0,Sports,13,23,0
490,29,Male,112890,94,8.3,Clothing,14,17,0
491,18,Female,68469,39,2.3,Clothing,33,25,0
492,18,Female,129554,57,1.3,Clothing,48,11,0
493,64,Female,107073,91,7.4,Sports,24,13,0
494,51,Female,138822,57,0.6,Clothing,30,6,0
495,49,Female,54370,37,7.5,Home,9,5,0
496,65,Female,71408,7,1.7,Home,36,22,1
497,42,Male,110941,5,2.7,Home,5,21,0
498,57,Female,127351,79,1.6,Home,5,26,0
499,62,Male,43703,51,2.8,Home,27,18,0
500,18,Female,35234,8,8.1,Electronics,37,20,0
501,33,Male,27532,56,1.8,Clothing,13,18,0
502,56,Male,125670,73,9.9,Groceries,12,21,0
503,22,Female,55416,11,3.6,Electronics,12,14,1
504,39,Female,92439,22,9.3,Sports,9,18,1
505,46,Male,38242,98,2.3,Electronics,15,11,0
506,20,Female,70254,99,2.3,Groceries,38,1,0
507,29,Female,99324,77,5.9,Electronics,34,10,0
508,43,Male,55249,11,1.0,Clothing,14,12,0
509,33,Male,120124,60,8.1,Home,22,3,1
510,68,Male,115049,96,4.7,Clothing,36,24,0
511,54,Female,128575,15,7.1,Electronics,7,0,0
512,39,Female,105078,38,2.2,Groceries,25,23,0
513,46,Female,52294,1,6.6,Sports,21,20,1
514,31,Female,79784,46,6.1,Clothing,4,1,0
515,45,Male,23684,88,7.7,Groceries,33,13,1
516,22,Female,43795,43,3.3,Sports,26,24,0
517,64,Male,144135,22,9.4,Home,18,17,0
518,66,Female,80301,3,9.6,Clothing,42,10,0
519,47,Female,89187,14,8.7,Clothing,42,10,1
520,63,Male,30431,2,5.9,Home,34,18,1
521,69,Female,95667,61,4.5,Home,44,16,0
522,22,Female,109627,32,1.1,Electronics,19,16,0
523,29,Male,110381,38,9.5,Sports,46,1,0
524,33,Female,110027,97,9.5,Groceries,37,1,0
525,43,Male,141569,46,0.7,Home,12,29,0
526,43,Male,75372,42,3.9,Electronics,17,12,0
